id,x,y,r1,r2,theta,vx,vy,v,angle,Region,time
../../data/extracted_images/h13_short/007.jpg,869.0,364.0,12.0,8.0,108.86198107485642,0.0,0.0,0.0,0.0,I,7
../../data/extracted_images/h13_short/008.jpg,869.0,364.0,11.0,8.0,108.86198107485642,0.0,0.0,0.0,0.0,I,8
../../data/extracted_images/h13_short/009.jpg,869.0,365.0,11.0,8.0,110.58085446024889,0.0,0.14285714285714285,0.14285714285714285,90.0,I,9
../../data/extracted_images/h13_short/010.jpg,869.0,365.0,11.0,9.0,108.28902327972558,0.0,0.14285714285714285,0.14285714285714285,90.0,I,10
../../data/extracted_images/h13_short/011.jpg,870.0,366.0,11.0,10.0,87.66254265501594,0.14285714285714285,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,11
../../data/extracted_images/h13_short/012.jpg,870.0,366.0,11.0,10.0,88.8084582452776,0.14285714285714285,0.2857142857142857,0.3194382824999699,-63.43494882292201,I,12
../../data/extracted_images/h13_short/013.jpg,870.0,367.0,10.0,10.0,103.1324031235482,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,13
../../data/extracted_images/h13_short/014.jpg,870.0,367.0,9.0,11.0,107.71606548459476,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,14
../../data/extracted_images/h13_short/015.jpg,870.0,367.0,10.0,9.0,2.864788975654116,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,15
../../data/extracted_images/h13_short/016.jpg,870.0,368.0,10.0,9.0,6.875493541569878,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,16
../../data/extracted_images/h13_short/017.jpg,870.0,368.0,10.0,9.0,-12.032113697747286,0.14285714285714285,0.42857142857142855,0.4517539514526256,-71.56505117707799,I,17
../../data/extracted_images/h13_short/018.jpg,870.0,370.0,10.0,10.0,101.41352973815572,0.0,0.5714285714285714,0.5714285714285714,90.0,I,18
../../data/extracted_images/h13_short/019.jpg,870.0,370.0,10.0,11.0,111.72677005051052,0.0,0.5714285714285714,0.5714285714285714,90.0,I,19
../../data/extracted_images/h13_short/020.jpg,870.0,372.0,10.0,11.0,-35.523383298111035,0.0,0.7142857142857143,0.7142857142857143,90.0,I,20
../../data/extracted_images/h13_short/021.jpg,870.0,372.0,10.0,10.0,-0.5729577951308232,0.0,0.7142857142857143,0.7142857142857143,90.0,I,21
../../data/extracted_images/h13_short/022.jpg,870.0,374.0,10.0,11.0,-13.178029288008934,0.0,1.0,1.0,90.0,I,22
../../data/extracted_images/h13_short/023.jpg,870.0,374.0,11.0,10.0,98.5487407625016,0.0,0.8571428571428571,0.8571428571428571,90.0,I,23
